"","pvalue","log2FoldChange","padj","Regulation"
"ENSG00000116761",2.78951349436327e-07,1.69529087402164,6.30108081281149e-06,"Up"
"ENSG00000179348",0.000117801779101318,1.69411593910386,0.0011753594976277,"Up"
"ENSG00000153823",4.30080721599269e-07,1.69370311548556,9.22606227215108e-06,"Up"
"ENSG00000023287",4.10883090608274e-08,1.69352855668617,1.16235126437952e-06,"Up"
"ENSG00000168542",0.00128624777619571,1.69319084533222,0.00852357810281674,"Up"
"ENSG00000171793",4.8393161876172e-06,1.69032061979573,7.70803957942283e-05,"Up"
"ENSG00000118985",1.39935122205482e-06,1.688088532044,2.59603028576385e-05,"Up"
"ENSG00000136891",1.10939739920213e-05,1.68610229463539,0.000158420886981759,"Up"
"ENSG00000267519",6.50283880264269e-05,1.68446126668445,0.000715492070285239,"Up"
"ENSG00000163293",8.56547219672936e-05,1.68268673089867,0.000906512474153857,"Up"
"ENSG00000142949",0.00040330630421395,1.68142541590127,0.00325755795649942,"Up"
"ENSG00000163877",2.01061380421314e-07,1.67859403270294,4.74831010775401e-06,"Up"
"ENSG00000138650",2.48287976636525e-05,1.67732500504659,0.000313823384339527,"Up"
"ENSG00000183091",2.94767124726147e-06,1.67723063405888,5.01272070510077e-05,"Up"
"ENSG00000122884",3.02771107654848e-07,1.67403973372565,6.78775865386588e-06,"Up"
"ENSG00000185989",0.0001959909526712,1.67365159865915,0.00178606106335022,"Up"
"ENSG00000231367",0.00128323238473342,1.67182171763726,0.00851304707360242,"Up"
"ENSG00000102908",2.7883010926237e-06,1.67076431811329,4.77598049915363e-05,"Up"
"ENSG00000153233",9.58255358598548e-06,1.66953625863784,0.000139422942973181,"Up"
"ENSG00000283632",0.000883061269020812,1.66953329221221,0.00624525203173605,"Up"
"ENSG00000060982",3.48136086179356e-05,1.66679908670488,0.000416437735151217,"Up"
"ENSG00000136014",0.00109576984374034,1.66423553172035,0.00745373241855968,"Up"
"ENSG00000147044",1.74416690154491e-05,1.66407225425037,0.000232516632838002,"Up"
"ENSG00000150457",1.5657138418535e-05,1.66367827087229,0.000211994055666652,"Up"
"ENSG00000131873",1.76700110516317e-07,1.66274101874205,4.24863226453935e-06,"Up"
"ENSG00000170581",0.000353964939751183,1.65921731720093,0.00292938194159419,"Up"
"ENSG00000187800",3.19521711919489e-05,1.65618857114164,0.000389229611928046,"Up"
"ENSG00000153395",0.000129515527079569,1.65424260926885,0.00127098755633036,"Up"
"ENSG00000198682",8.54993914754877e-07,1.65367215335812,1.68292124556368e-05,"Up"
"ENSG00000143369",8.15490645484673e-05,1.65300795846909,0.000869613874568649,"Up"
"ENSG00000214900",1.12744522231106e-05,1.65280678896491,0.000160422420309291,"Up"
"ENSG00000103489",2.37569323790313e-05,1.65280580317601,0.000302517609323601,"Up"
"ENSG00000132965",0.000716954958107408,1.65231864417929,0.00525092533121855,"Up"
"ENSG00000170396",5.00448502391211e-07,1.6515511606407,1.04997437988511e-05,"Up"
"ENSG00000182199",3.91360437246689e-09,1.65085935338983,1.40513109769954e-07,"Up"
"ENSG00000174175",0.00091039396517116,1.64957542026941,0.00639875369809438,"Up"
"ENSG00000113448",5.10408952192295e-06,1.64900714455022,8.07054578976373e-05,"Up"
"ENSG00000163605",2.02147399884129e-11,1.648453012524,1.13032115213898e-09,"Up"
"ENSG00000198590",2.90400423623084e-05,1.64783101894802,0.000358140522439295,"Up"
"ENSG00000196872",0.000248259822368966,1.64550221376968,0.00217122766259393,"Up"
"ENSG00000162687",1.85399840869161e-06,1.63976320041321,3.32327822867273e-05,"Up"
"ENSG00000139567",0.000205470830254664,1.63929572554205,0.00185475294637443,"Up"
"ENSG00000279765",1.50557583042008e-05,1.63792828473771,0.000205060630502623,"Up"
"ENSG00000132952",4.63212300000567e-08,1.63681968108511,1.28900429776382e-06,"Up"
"ENSG00000141458",0.000648032756113038,1.63630261019382,0.00483362389408151,"Up"
"ENSG00000196696",6.94836233231383e-05,1.63320417101751,0.000758222573337865,"Up"
"ENSG00000240445",5.22331826274168e-06,1.63242397509976,8.21554327017262e-05,"Up"
"ENSG00000177679",2.09269591148362e-05,1.63082987921073,0.000271955997276231,"Up"
"ENSG00000120217",0.000240426663667939,1.63054225429272,0.00211278138451812,"Up"
"ENSG00000103222",0.000412350157572271,1.62921144364607,0.00331490651925775,"Up"
"ENSG00000073605",3.73702000637116e-06,1.62804390241884,6.11969064966515e-05,"Up"
"ENSG00000152749",2.73281476451061e-09,1.62762639329997,1.01004156838166e-07,"Up"
"ENSG00000073008",1.52126760291138e-05,1.62638662969971,0.000206961739527705,"Up"
"ENSG00000127329",7.9923862468163e-06,1.62602651120028,0.000118599262914224,"Up"
"ENSG00000138131",7.2566284497628e-05,1.62566024803931,0.000787184283809798,"Up"
"ENSG00000126775",1.58672411558958e-06,1.62381650386278,2.89637805686672e-05,"Up"
"ENSG00000258659",1.73976007425653e-05,1.62294673344985,0.000232058723647759,"Up"
"ENSG00000148400",5.97766416991837e-05,1.62288506335654,0.000666928550097995,"Up"
"ENSG00000004399",2.39610655847093e-05,1.62264399591315,0.000304629606975782,"Up"
"ENSG00000181026",1.30170592345383e-09,1.62253320426923,5.13711250055927e-08,"Up"
"ENSG00000166900",6.62090394038027e-05,1.62138508239508,0.000726473816546505,"Up"
"ENSG00000169554",0.000409262995395843,1.62062183324097,0.00329786138308172,"Up"
"ENSG00000110721",6.64286231737249e-08,1.62004114261271,1.78007834668446e-06,"Up"
"ENSG00000171492",0.000192150108356442,1.61916045040672,0.00175575047344754,"Up"
"ENSG00000136830",1.25485667141035e-05,1.61731604198258,0.000176240928744667,"Up"
"ENSG00000121454",0.000207184345972439,1.61558761681925,0.00186739654376669,"Up"
"ENSG00000145819",1.22771553261878e-06,1.61542120540026,2.3099240391494e-05,"Up"
"ENSG00000110218",1.72815255210452e-06,1.61443482013611,3.11877326787963e-05,"Up"
"ENSG00000240291",9.53401968262735e-05,1.61315051237137,0.000988854274293704,"Up"
"ENSG00000102531",1.33132218251364e-05,1.61244838822483,0.000185453024677337,"Up"
"ENSG00000259207",3.32853899939691e-05,1.61215789569149,0.000401577550023248,"Up"
"ENSG00000138678",2.12261719092749e-08,1.61027419580528,6.34287960583037e-07,"Up"
"ENSG00000143178",0.000323284063968556,1.60966009011625,0.00271882011670068,"Up"
"ENSG00000184611",1.72325360290075e-07,1.60722183587852,4.16020253011711e-06,"Up"
"ENSG00000125633",0.000326089536043853,1.60475955344646,0.00273855566745798,"Up"
"ENSG00000116809",5.26070643730903e-07,1.60383525281766,1.09890312246011e-05,"Up"
"ENSG00000159399",0.00127539541704111,1.60369892963303,0.0084728272056966,"Up"
"ENSG00000163932",1.56618147871015e-08,1.60080189622213,4.83128539866712e-07,"Up"
"ENSG00000116337",7.17934724802677e-08,1.59787874207635,1.90671963174513e-06,"Up"
"ENSG00000066739",0.000363427580748939,1.59653235901202,0.00299316899550247,"Up"
"ENSG00000215788",8.14667695593018e-05,1.59600968887726,0.000869513004022302,"Up"
"ENSG00000105287",6.06700359641281e-08,1.59401340322075,1.64049578559402e-06,"Up"
"ENSG00000167100",3.65481815600632e-05,1.59400031304596,0.000434573895880512,"Up"
"ENSG00000286327",0.000276191167145134,1.5935218626506,0.00237548281943704,"Up"
"ENSG00000128965",0.000244663428959044,1.59321162987364,0.00214448752930475,"Up"
"ENSG00000197329",4.73418056016922e-06,1.5930234285327,7.54561382206944e-05,"Up"
"ENSG00000184216",1.07528668850982e-05,1.59243873943453,0.00015391813534089,"Up"
"ENSG00000130309",1.00492029508489e-05,1.59222921910108,0.000145238964681882,"Up"
"ENSG00000101654",1.42124908227104e-08,1.59110796266628,4.44741062756271e-07,"Up"
"ENSG00000133135",9.22526474113429e-07,1.58890663412308,1.80691075438328e-05,"Up"
"ENSG00000112182",3.31415963022176e-05,1.58804796871464,0.000400449773943192,"Up"
"ENSG00000171208",1.02783300916824e-05,1.58777129083197,0.000148191672263894,"Up"
"ENSG00000174137",0.000423940475693165,1.58713403898044,0.00338868523523603,"Up"
"ENSG00000159086",2.17930353923241e-05,1.58689152776866,0.000281411851285631,"Up"
"ENSG00000146950",0.000134119457403701,1.58645526942811,0.00130756887095581,"Up"
"ENSG00000273038",0.000522840846145364,1.58581023012465,0.00403861146637551,"Up"
"ENSG00000164161",2.34190429350091e-06,1.5847107461656,4.09674662872149e-05,"Up"
"ENSG00000130147",0.000723369834386575,1.58455707048419,0.00528170586110516,"Up"
"ENSG00000166250",5.54909320986969e-08,1.58220417196345,1.50899942458825e-06,"Up"
"ENSG00000164949",4.56972027553758e-09,1.5818971521237,1.61400356950792e-07,"Up"
"ENSG00000173120",1.03884114782156e-05,1.58081797009784,0.00014948760254105,"Up"
"ENSG00000075420",0.000331208494228406,1.57822733782293,0.00277179600707936,"Up"
"ENSG00000138771",0.00134523214597299,1.57763420576866,0.00886248132696725,"Up"
"ENSG00000164741",4.91559103290455e-05,1.57751419548926,0.000562630160602248,"Up"
"ENSG00000107984",9.28972394975953e-07,1.5740953144876,1.81804466413491e-05,"Up"
"ENSG00000123908",5.21526817735733e-09,1.5734405021757,1.81515660353621e-07,"Up"
"ENSG00000104432",0.00112489971524471,1.57275699810874,0.00762364621095166,"Up"
"ENSG00000119714",0.00107825010256989,1.5725055643917,0.0073534131530873,"Up"
"ENSG00000059378",9.42823234205547e-05,1.57089256148725,0.000979272010108429,"Up"
"ENSG00000164406",0.000508137919267448,1.56861268823685,0.00394289923965863,"Up"
"ENSG00000158859",9.29442833781163e-06,1.56731960875997,0.00013589330740575,"Up"
"ENSG00000135870",1.36059527592161e-05,1.565749286329,0.000188431396797589,"Up"
"ENSG00000174106",3.21858653946943e-06,1.56325911192797,5.41175860678676e-05,"Up"
"ENSG00000104267",6.43989311863537e-05,1.56307242873435,0.000709547245503175,"Up"
"ENSG00000148175",5.81143493726989e-09,1.5627205209547,2.00511301390543e-07,"Up"
"ENSG00000163219",0.000217178815943964,1.56041077363323,0.00193772847887821,"Up"
"ENSG00000176105",0.000100315585792123,1.56005948227037,0.00103060883234627,"Up"
"ENSG00000083168",8.64642481074016e-05,1.55890889528722,0.000913056341358833,"Up"
"ENSG00000147650",0.000604079047433408,1.55882466932094,0.00456712835228627,"Up"
"ENSG00000128606",7.20882966814479e-07,1.55851295996043,1.45615919760258e-05,"Up"
"ENSG00000169213",1.62578611867724e-06,1.5556069622294,2.94964052960013e-05,"Up"
"ENSG00000142178",0.000670096681071828,1.55504743903447,0.00497333800350356,"Up"
"ENSG00000065621",0.000398143659103741,1.55415522618706,0.003223826966301,"Up"
"ENSG00000232618",0.00150498462642103,1.55156965380989,0.00968758785561876,"Up"
"ENSG00000103490",0.000827533794372873,1.55108222354891,0.00591031913683719,"Up"
"ENSG00000243716",4.08070046592517e-05,1.55059653008391,0.000479246455112785,"Up"
"ENSG00000113594",0.000301365718688617,1.550351088035,0.0025560951685291,"Up"
"ENSG00000160271",0.000131626014487691,1.5496499273516,0.00128994766248132,"Up"
"ENSG00000106070",1.25626684341042e-05,1.54815305980765,0.000176335256632965,"Up"
"ENSG00000010278",7.96827400325621e-05,1.5471155355823,0.000852758897811499,"Up"
"ENSG00000140961",0.000216170015388135,1.54695772113779,0.00192944870557276,"Up"
"ENSG00000273604",4.74059753333731e-05,1.54416236793817,0.000545214386830258,"Up"
"ENSG00000090376",0.000455532863874671,1.54281299933623,0.00358835455554987,"Up"
"ENSG00000162618",5.95976804446006e-07,1.5420892355385,1.2288032973189e-05,"Up"
"ENSG00000075426",3.62400915918725e-05,1.54208581021139,0.000431555325110996,"Up"
"ENSG00000224945",0.000451211972723198,1.54161204914566,0.00356019070083909,"Up"
"ENSG00000198106",0.000248734884945644,1.5405639185298,0.00217299455285847,"Up"
"ENSG00000286285",0.000155869719965533,1.53780514179949,0.00148150694024564,"Up"
"ENSG00000204149",5.33537945863219e-08,1.53490449804821,1.45919266843416e-06,"Up"
"ENSG00000128567",0.00121102772792631,1.53472120801611,0.00811065863449329,"Up"
"ENSG00000165650",0.000502532940692162,1.5333199933275,0.00390448307581063,"Up"
"ENSG00000091592",8.53746517540278e-06,1.53168369845744,0.000125749857204144,"Up"
"ENSG00000111817",0.00012374149337097,1.53165063450492,0.00122540518279771,"Up"
"ENSG00000110619",4.81700947849608e-07,1.53162723609188,1.01703400506944e-05,"Up"
"ENSG00000113273",5.79029334181846e-06,1.52919018165699,8.94815817665098e-05,"Up"
"ENSG00000112078",0.000943496379301919,1.52905129963451,0.00658874511617801,"Up"
"ENSG00000109063",0.000852073195834593,1.5282065401768,0.00606020244973093,"Up"
"ENSG00000184232",1.69121718890992e-05,1.52694671916792,0.000226342497771375,"Up"
"ENSG00000167992",0.000516644768492494,1.52570305654395,0.00399980884971685,"Up"
"ENSG00000228793",0.000104197752737278,1.5255170531737,0.00106362785137035,"Up"
"ENSG00000105281",1.02095086040727e-06,1.52309629217892,1.98503442533256e-05,"Up"
"ENSG00000168016",0.000412340396847804,1.52088969295116,0.00331490651925775,"Up"
"ENSG00000139289",7.12408244126385e-10,1.51965692214105,2.92297405009301e-08,"Up"
"ENSG00000161544",0.000852390107125151,1.519621945717,0.00606065104160813,"Up"
"ENSG00000185112",1.21508598096906e-08,1.51815056402597,3.86303500421003e-07,"Up"
"ENSG00000070495",1.51253277191959e-09,1.5176163125146,5.88163395152316e-08,"Up"
"ENSG00000034053",8.60750376667637e-05,1.51747690733212,0.00090975103998745,"Up"
"ENSG00000000457",9.05564812532018e-05,1.516626056153,0.00094788537764202,"Up"
"ENSG00000120334",6.03350632418669e-08,1.5140309481716,1.63328794780365e-06,"Up"
"ENSG00000079385",0.000668744550010507,1.51342334364962,0.00496484604354815,"Up"
"ENSG00000180758",8.15430136558328e-05,1.51339280866141,0.000869613874568649,"Up"
"ENSG00000142552",0.0002554447517459,1.51233664181012,0.00222266723494355,"Up"
"ENSG00000040731",0.0010704126960178,1.50930327503596,0.00730874540326194,"Up"
"ENSG00000106404",0.00143185090754565,1.50908823874983,0.00931015039993462,"Up"
"ENSG00000105656",1.29789542073593e-06,1.5076709706283,2.42666805524597e-05,"Up"
"ENSG00000122870",4.36638342031419e-09,1.50762520009175,1.5536776534042e-07,"Up"
"ENSG00000188313",0.0013140518361114,1.5067827960685,0.00868853548573686,"Up"
"ENSG00000178075",0.000412958595416143,1.50623438439171,0.00331868038510798,"Up"
"ENSG00000103241",2.48187756117934e-06,1.50601767106554,4.3159001202271e-05,"Up"
"ENSG00000055483",2.45866376354019e-05,1.5054256101187,0.000311422047842364,"Up"
"ENSG00000172840",4.82447200237942e-08,1.50503420239148,1.33630038896532e-06,"Up"
"ENSG00000125430",3.45491554475547e-08,1.50340690450169,9.96250767470793e-07,"Up"
"ENSG00000213398",1.04955423581591e-06,1.50243248068772,2.02908153314499e-05,"Up"
"ENSG00000112893",1.6935695734114e-05,1.50118967257362,0.000226530348093953,"Up"
"ENSG00000126391",0.00017059594383375,1.50020275644423,0.00159231773063902,"Up"
"ENSG00000169991",0.000573859814820087,1.49929843600049,0.0043746733520576,"Up"
"ENSG00000149131",0.000142368748808598,1.49907751755991,0.00137285793479567,"Up"
"ENSG00000074181",0.000757777698518509,1.49867903751394,0.00548808621213725,"Up"
"ENSG00000128908",0.000169753536376438,1.49797444302417,0.00158569461444594,"Up"
"ENSG00000050405",3.49318219859283e-08,1.49785100843368,1.00607018303501e-06,"Up"
"ENSG00000104611",0.000114107374936158,1.49511838566811,0.00114616225661578,"Up"
"ENSG00000183688",6.64405210966787e-05,1.49415403595086,0.000728678861600506,"Up"
"ENSG00000152229",8.36853883957621e-06,1.49233703071795,0.000123490255459655,"Up"
"ENSG00000135723",0.000655600473431036,1.48970094261966,0.00488244444904536,"Up"
"ENSG00000138735",0.000331498044489319,1.48960865208381,0.00277192052450406,"Up"
"ENSG00000171150",5.73930691522422e-06,1.48915710744797,8.88662074629659e-05,"Up"
"ENSG00000112033",0.000117957944001942,1.48849718989952,0.00117593481043439,"Up"
"ENSG00000173599",0.000643422060763714,1.48517484440476,0.00480373518536411,"Up"
"ENSG00000258890",7.60305201589036e-07,1.48452828286374,1.52674911632799e-05,"Up"
"ENSG00000179715",0.000118156195096545,1.4837143616788,0.00117741958018577,"Up"
"ENSG00000113716",0.000785923999309843,1.48220858096074,0.00565884240275084,"Up"
"ENSG00000166225",1.65503124505845e-05,1.48182474196356,0.000221997337118065,"Up"
"ENSG00000161835",0.000182180352459342,1.48134643751276,0.00168138310603759,"Up"
"ENSG00000131941",0.000140102421045772,1.48119053151367,0.00135428558902383,"Up"
"ENSG00000164619",0.00011603740537057,1.48093632576938,0.00116017968619251,"Up"
"ENSG00000067715",1.25852806512132e-06,1.47690940884882,2.364171210294e-05,"Up"
"ENSG00000144857",9.45947255409763e-07,1.47628961622483,1.84672417581059e-05,"Up"
"ENSG00000156453",0.000478024213065224,1.4747148242278,0.00373839047204235,"Up"
"ENSG00000139946",2.56327984485955e-05,1.47350676610657,0.000322236558550891,"Up"
"ENSG00000173227",0.000100012281896874,1.47145613414644,0.00102837779611101,"Up"
"ENSG00000177374",1.21826861514778e-05,1.47117825699572,0.000172012900385975,"Up"
"ENSG00000147174",0.000214716524926875,1.47082033071184,0.00192078372017762,"Up"
"ENSG00000108821",0.00145295744193766,1.46703595153489,0.00942173054962072,"Up"
"ENSG00000104998",4.03052819128694e-07,1.46607206271898,8.72465014462075e-06,"Up"
"ENSG00000117394",2.44451439758108e-07,1.46427467130111,5.62285411913737e-06,"Up"
"ENSG00000152580",0.000715988941091747,1.46402607439535,0.00524545933031806,"Up"
"ENSG00000182667",1.27483764013461e-05,1.4640228247555,0.000178312967169619,"Up"
"ENSG00000117385",8.71284469195512e-07,1.46347447954794,1.71357396923493e-05,"Up"
"ENSG00000109089",6.4973359287301e-06,1.46151700766755,9.89351993841581e-05,"Up"
"ENSG00000149948",9.11180137857126e-06,1.4598699841571,0.000133304760854637,"Up"
"ENSG00000173442",0.000134789073669449,1.45828672827836,0.00131356078487011,"Up"
"ENSG00000172819",2.14232854361917e-07,1.45602364970618,5.03447207750505e-06,"Up"
"ENSG00000105855",6.59357460212099e-06,1.45481840839396,0.0001000814921807,"Up"
"ENSG00000135454",3.328242904893e-06,1.45378265981012,5.55497653598799e-05,"Up"
"ENSG00000148248",1.09933467236036e-06,1.45369947479009,2.11334256338776e-05,"Up"
"ENSG00000105989",0.000802927101883527,1.45211712036175,0.0057604229220466,"Up"
"ENSG00000170832",0.000202906760882805,1.44582378527563,0.00183716413456119,"Up"
"ENSG00000264112",3.2936533978545e-05,1.44570702951772,0.000398577133944116,"Up"
"ENSG00000146232",1.94004684868681e-05,1.44553820563719,0.000255491222058722,"Up"
"ENSG00000154864",3.17328738286903e-06,1.44465841761222,5.35444590483257e-05,"Up"
"ENSG00000169291",0.000372600679913915,1.44328180754765,0.00305082778930886,"Up"
"ENSG00000100425",0.00147338686226566,1.44280930811255,0.00952316857700459,"Up"
"ENSG00000160741",8.50222561406309e-08,1.44166254281171,2.2209971418093e-06,"Up"
"ENSG00000232759",0.00031616745446435,1.44108189380964,0.00266272103802146,"Up"
"ENSG00000233452",0.000306770575457731,1.44014034183824,0.00259548343714698,"Up"
"ENSG00000142733",8.59984904932206e-05,1.44005844309997,0.000909747434211845,"Up"
"ENSG00000116741",8.20987682831578e-06,1.43928866823444,0.000121449206414416,"Up"
"ENSG00000074695",4.83032590275399e-08,1.43503161856593,1.33637150931813e-06,"Up"
"ENSG00000164309",0.000575401652659765,1.43243224337579,0.00438362790647879,"Up"
"ENSG00000104885",2.12931880672627e-06,1.43193780313654,3.75754736359175e-05,"Up"
"ENSG00000173848",1.79163370811196e-05,1.43166197002803,0.000238179545739873,"Up"
"ENSG00000116574",3.59529012380354e-05,1.43129561382857,0.000428556315462349,"Up"
"ENSG00000165259",2.74803431635463e-05,1.43087016616213,0.00034190759425369,"Up"
"ENSG00000169398",0.00137572387999192,1.43046204489465,0.00901641047452298,"Up"
"ENSG00000154217",2.06323100595354e-05,1.42778048383883,0.000269138854220647,"Up"
"ENSG00000168026",2.11005178909612e-05,1.42735263411641,0.00027365343029038,"Up"
"ENSG00000164620",1.10785826455508e-05,1.42654364319798,0.000158295774533315,"Up"
"ENSG00000176641",4.24363529285026e-05,1.42608657597768,0.000495942419246661,"Up"
"ENSG00000251349",7.12846573457888e-07,1.42539509809641,1.4423665074475e-05,"Up"
"ENSG00000163462",2.66922370945832e-05,1.42488630423186,0.000333317914681103,"Up"
"ENSG00000144228",8.2403158172605e-07,1.42397123339485,1.63410116655242e-05,"Up"
"ENSG00000196517",2.20812723186665e-05,1.42150200769346,0.000284518325893405,"Up"
"ENSG00000166394",0.00092810747272658,1.42002898879222,0.00649838534276241,"Up"
"ENSG00000180257",1.09211598221927e-05,1.41791826918606,0.000156139887374055,"Up"
"ENSG00000100644",6.89792762355362e-05,1.41789945340013,0.000753407684995271,"Up"
"ENSG00000108854",2.8641003905116e-06,1.41597305554313,4.89150650385229e-05,"Up"
"ENSG00000171988",3.42164062283028e-07,1.41555814047861,7.55736276694688e-06,"Up"
"ENSG00000065491",2.09856106342163e-05,1.41394556969901,0.000272311108425298,"Up"
"ENSG00000179119",0.000248522028825454,1.41325670806957,0.00217192970726081,"Up"
"ENSG00000198121",7.89628220618255e-06,1.40953196672017,0.00011731900059416,"Up"
"ENSG00000008083",0.000188270116788267,1.40925453509135,0.00172558054066667,"Up"
"ENSG00000196083",0.000847386745588548,1.40918101140573,0.00603122577580802,"Up"
"ENSG00000175352",2.88025118095766e-05,1.4072482681308,0.000355946569340295,"Up"
"ENSG00000152104",1.05684473041796e-07,1.40697680716012,2.67868628274515e-06,"Up"
"ENSG00000080819",5.44437180103115e-06,1.40642394533827,8.50375795185854e-05,"Up"
"ENSG00000024422",6.03815776821598e-05,1.40450744485928,0.000673048808935223,"Up"
"ENSG00000011304",1.73500156575995e-08,1.4026248464907,5.29730145576528e-07,"Up"
"ENSG00000162426",5.70521568632506e-05,1.40238376798414,0.000640421860492229,"Up"
"ENSG00000127526",1.23960369223504e-08,1.40198495598893,3.91491769256663e-07,"Up"
"ENSG00000140743",4.49036392945757e-06,1.40192259950544,7.19543148857242e-05,"Up"
"ENSG00000244694",2.14715596011727e-07,1.40135963938255,5.04085503478465e-06,"Up"
"ENSG00000052749",0.000252213651339801,1.40001135173372,0.002197756620215,"Up"
"ENSG00000169902",4.19390841353491e-09,1.39970871670377,1.49697756212032e-07,"Up"
"ENSG00000170412",5.52624022344074e-05,1.39958596909644,0.000622086334629284,"Up"
"ENSG00000155903",3.33882391563358e-05,1.39662854106769,0.00040220867714262,"Up"
"ENSG00000148840",0.0012048749915251,1.39521322935922,0.00808078519597004,"Up"
"ENSG00000130164",0.000745868223855063,1.39330749132045,0.00541946126377464,"Up"
"ENSG00000180044",7.22467094358205e-06,1.39119391414119,0.000108420014738507,"Up"
"ENSG00000153071",2.47861264626857e-08,1.39057739485955,7.27913352303917e-07,"Up"
"ENSG00000173391",9.96222466925942e-06,1.38908458344656,0.000144156409820144,"Up"
"ENSG00000182272",0.000691253448646865,1.38780059118002,0.00510230326028591,"Up"
"ENSG00000174807",5.03136719783524e-06,1.38764163202421,7.97139503752582e-05,"Up"
"ENSG00000104312",4.06590134277309e-06,1.38695652061026,6.57706371680557e-05,"Up"
"ENSG00000164023",0.000524122209159079,1.38694179841266,0.00404458366705952,"Up"
"ENSG00000160714",3.37594597289136e-06,1.38641908534087,5.62484899153902e-05,"Up"
"ENSG00000099942",0.00132318481180137,1.38626005293703,0.00873924220375364,"Up"
"ENSG00000137496",0.000466038102467055,1.38523996134113,0.00365558463376787,"Up"
"ENSG00000165029",2.1532701895325e-05,1.38490256129117,0.000278200644184404,"Up"
"ENSG00000151693",0.000165955231342243,1.38481046207177,0.0015563028686282,"Up"
"ENSG00000078401",6.07847074647897e-06,1.38427765567501,9.3270930297514e-05,"Up"
"ENSG00000125912",1.12700896752181e-06,1.38389851442722,2.14860321341124e-05,"Up"
"ENSG00000068724",2.75402532260956e-05,1.38356290118805,0.000342296244677907,"Up"
"ENSG00000067182",1.62044012058298e-06,1.38317764691814,2.94576035171134e-05,"Up"
"ENSG00000076604",8.98840864921472e-06,1.38306926414581,0.000131660886447025,"Up"
"ENSG00000164379",0.00121682575974971,1.38059480222059,0.00814263784747312,"Up"
"ENSG00000072364",1.28706015569041e-06,1.38017122683184,2.41207600292498e-05,"Up"
"ENSG00000118523",6.61197757804908e-06,1.37871419989161,0.000100297062676938,"Up"
"ENSG00000138792",6.41998620124482e-05,1.37867724694184,0.000707680473411456,"Up"
"ENSG00000197355",1.0896032600648e-06,1.37826560591901,2.09801350300864e-05,"Up"
"ENSG00000168389",2.15655087904976e-06,1.37779905305215,3.79998588842745e-05,"Up"
"ENSG00000126804",0.00101478199707047,1.37661727834055,0.00701677815292627,"Up"
"ENSG00000159256",0.000461232309954412,1.37642695553234,0.0036273079067333,"Up"
"ENSG00000109814",1.02577105838939e-05,1.37417820321712,0.000148162793648549,"Up"
"ENSG00000109743",0.000297722140902148,1.37339692829525,0.00253329074703481,"Up"
"ENSG00000162733",0.000374825334131228,1.37143565208044,0.00306588889267461,"Up"
"ENSG00000105499",1.75299410258918e-08,1.37058794209725,5.34540066327195e-07,"Up"
"ENSG00000023171",0.00121049337862963,1.37021850581857,0.00810935463191947,"Up"
"ENSG00000054267",1.67321734259465e-07,1.3699652161463,4.05169749206795e-06,"Up"
"ENSG00000183098",4.19655902176254e-05,1.36855354230989,0.000491161976488247,"Up"
"ENSG00000164054",0.000147935283906731,1.36847225587472,0.00141453858172091,"Up"
"ENSG00000117676",2.00173974861099e-06,1.36841660356712,3.56136648568077e-05,"Up"
"ENSG00000173559",4.04905693491332e-07,1.36725814953242,8.74889442334755e-06,"Up"
"ENSG00000245532",3.52705629802534e-05,1.36526480314589,0.000421270616166348,"Up"
"ENSG00000085117",1.81742117616545e-05,1.36517427658074,0.000240936968362722,"Up"
"ENSG00000160691",6.16013501659642e-05,1.36493863769693,0.000685365254688985,"Up"
"ENSG00000231881",0.00138606273046166,1.36486837668192,0.00906923369484859,"Up"
"ENSG00000129667",0.000243515854077888,1.36256203618653,0.00213521282848463,"Up"
"ENSG00000112697",0.000110157119389242,1.36195769633732,0.00111492640209307,"Up"
"ENSG00000049246",0.00140370775805221,1.36141674773792,0.00915458247234488,"Up"
"ENSG00000106484",5.40344176977178e-07,1.36123676555666,1.12478270004421e-05,"Up"
"ENSG00000064763",2.67646784639692e-06,1.35985352695323,4.61063104621738e-05,"Up"
"ENSG00000198774",4.48353666425963e-05,1.35933451906721,0.000520159967909926,"Up"
"ENSG00000101236",5.1951412071736e-05,1.35882706926457,0.000588980016441011,"Up"
"ENSG00000101191",0.000385456006176519,1.3584806536721,0.00313341971527346,"Up"
"ENSG00000070404",4.33620981173493e-06,1.35604571524573,6.9765057590959e-05,"Up"
"ENSG00000104415",0.000832132727487712,1.35599715895241,0.00593606244442683,"Up"
"ENSG00000162692",0.00066285617730812,1.35462583457368,0.00493186478323735,"Up"
"ENSG00000181894",6.41627453124444e-05,1.35461677641338,0.000707636437148564,"Up"
"ENSG00000105991",0.00135338297399737,1.35330380467696,0.00889320863084416,"Up"
"ENSG00000121274",1.16042961079889e-06,1.35251514441,2.20317144632531e-05,"Up"
"ENSG00000102034",0.000607224824433791,1.35231955827745,0.00458256752133388,"Up"
"ENSG00000137571",0.000110358917911265,1.35052075097028,0.00111602267007597,"Up"
"ENSG00000281398",0.00146579539993172,1.34971156671212,0.00949466385479374,"Up"
"ENSG00000140859",0.000387494824762067,1.34943355310607,0.00314687974014256,"Up"
"ENSG00000136542",0.000848223281049015,1.34937557439171,0.00603461831296969,"Up"
"ENSG00000168003",5.37664490572319e-05,1.34887294951133,0.000606676624617424,"Up"
