"","PValue","logFC","FDR","Regulation"
"ENSG00000004799",1.53166480555628e-05,2.32044338094825,0.00175380047013089,"Up"
"ENSG00000188158",0.000447000610342251,2.31683860550502,0.0082445391901952,"Up"
"ENSG00000243649",0.000318424017493014,2.31227617091639,0.00687131904985806,"Up"
"ENSG00000103257",0.000252574392258191,2.31202392123491,0.00610896964132174,"Up"
"ENSG00000148680",0.000614302385767006,2.31028556673388,0.00966035549624163,"Up"
"ENSG00000069399",0.000139440960850574,2.30316792992696,0.00438442221188733,"Up"
"ENSG00000121060",0.000547855786764453,2.29857556284633,0.00909144493603752,"Up"
"ENSG00000166068",0.000131261941860173,2.29428706864611,0.00426956946848633,"Up"
"ENSG00000176678",0.000279781423663479,2.29289696430139,0.00641866743440151,"Up"
"ENSG00000166401",5.40418291140189e-06,2.27492263824345,0.00111511936762458,"Up"
"ENSG00000175832",0.000253655384147438,2.27121528848097,0.00612016992031254,"Up"
"ENSG00000113319",0.000281140102280015,2.26596358248942,0.00642341901506899,"Up"
"ENSG00000183876",3.19009578306033e-05,2.26492919418623,0.00221728446900498,"Up"
"ENSG00000136048",1.45799549725781e-05,2.2640864948366,0.00171913290507024,"Up"
"ENSG00000263873",0.000203391668054042,2.25998822520806,0.00548161299657485,"Up"
"ENSG00000171004",0.000530395886547136,2.25349190210932,0.00892643411180386,"Up"
"ENSG00000139318",7.84110355510572e-06,2.25124557202744,0.00128367289523214,"Up"
"ENSG00000120129",3.16234357619855e-05,2.25120180734997,0.0022084218150826,"Up"
"ENSG00000111859",0.000385368260990018,2.25007245392826,0.00754324099007042,"Up"
"ENSG00000062194",1.95713371468644e-05,2.24385071936394,0.00186388758433768,"Up"
"ENSG00000113240",2.36829967399897e-05,2.24096715573613,0.00195952623907516,"Up"
"ENSG00000167604",0.0001710027092588,2.23791147724524,0.00493070257308234,"Up"
"ENSG00000010704",0.000177263763565891,2.23708668050392,0.00504514065011025,"Up"
"ENSG00000105298",8.69872500078203e-05,2.23445737409324,0.00354337652504095,"Up"
"ENSG00000170802",5.46509026535632e-05,2.23130662017679,0.0028607382263133,"Up"
"ENSG00000088826",1.76274017083841e-05,2.23041191399852,0.00182597358655389,"Up"
"ENSG00000232949",0.000104231658987795,2.23014217610262,0.00383065850257743,"Up"
"ENSG00000163840",6.01414351324582e-05,2.22856062174626,0.00297576853850751,"Up"
"ENSG00000115602",6.16636061880465e-05,2.20737097829935,0.00301603549377534,"Up"
"ENSG00000175197",0.000514834804220521,2.20120928696691,0.00883881814884557,"Up"
"ENSG00000124212",2.39953486936064e-05,2.19993764582571,0.00195952623907516,"Up"
"ENSG00000114315",0.000499423099287312,2.19488979240274,0.00875327829214712,"Up"
"ENSG00000169282",3.12865494552755e-05,2.19152175754868,0.0022084218150826,"Up"
"ENSG00000205853",0.000614470590401557,2.18357525222966,0.00966035549624163,"Up"
"ENSG00000023608",4.85837684055532e-05,2.18103825322826,0.00271863239645651,"Up"
"ENSG00000153922",1.52624196534411e-05,2.17724500524441,0.00175380047013089,"Up"
"ENSG00000087085",1.56973501946431e-05,2.17278580880434,0.00177402159110602,"Up"
"ENSG00000017483",0.000657228989564349,2.17111394404862,0.00999159559039155,"Up"
"ENSG00000133121",0.000316587644705516,2.17084183125492,0.00687131904985806,"Up"
"ENSG00000273136",0.000359628006608482,2.15968719900598,0.00727050942921196,"Up"
"ENSG00000117226",0.000267388287246336,2.14067985423203,0.0062883629032262,"Up"
"ENSG00000055332",0.000342126416913884,2.13914943900905,0.00706692616542974,"Up"
"ENSG00000124191",0.000477946567266409,2.13900582019083,0.00853853370316815,"Up"
"ENSG00000169744",3.37657960254548e-05,2.13478722277723,0.00226734458802792,"Up"
"ENSG00000116285",0.000340367609179581,2.13052716473168,0.00704528941508706,"Up"
"ENSG00000013364",2.90488903711025e-05,2.12850288422426,0.00216326868180891,"Up"
"ENSG00000125046",0.00058501349390578,2.12638404161231,0.00944460660210236,"Up"
"ENSG00000185737",3.04318493869905e-05,2.1218061195057,0.0022084218150826,"Up"
"ENSG00000154447",0.000190575700575737,2.11795442836436,0.00525781901490915,"Up"
"ENSG00000137033",7.63719501226688e-06,2.11598790761271,0.00128366045041193,"Up"
"ENSG00000119138",0.000288683248553074,2.11384279643045,0.00651210698602487,"Up"
"ENSG00000099860",0.000129386718517568,2.11370611258574,0.00426234708890387,"Up"
"ENSG00000205268",4.9013700700057e-05,2.11268801341866,0.00273496449906318,"Up"
"ENSG00000153214",4.55041113176067e-05,2.11061263818172,0.00266871996271879,"Up"
"ENSG00000154127",7.89134126766644e-05,2.10451745532319,0.00339088024232548,"Up"
"ENSG00000228649",0.000517695550343618,2.10015908584029,0.00885581274331324,"Up"
"ENSG00000173918",7.95406838761362e-05,2.09870235736781,0.00340081666225298,"Up"
"ENSG00000169174",0.000141324053175338,2.09452591790063,0.004415379027663,"Up"
"ENSG00000109756",4.31022789829234e-05,2.0919186946541,0.00260308854991686,"Up"
"ENSG00000006652",9.65699062410627e-06,2.09156519206189,0.00139631625746658,"Up"
"ENSG00000132357",0.000479748750673151,2.08358880010378,0.00853853370316815,"Up"
"ENSG00000113361",1.84435232804578e-05,2.08128344938621,0.00184519067001307,"Up"
"ENSG00000270629",1.2609540678061e-05,2.0801657230219,0.00157994724413661,"Up"
"ENSG00000121281",0.000218707462883612,2.07412235061728,0.00568553298197043,"Up"
"ENSG00000132274",0.000228858616427763,2.07244781013357,0.00581328894786635,"Up"
"ENSG00000133401",0.000114154311357581,2.06205416837495,0.00403800491728987,"Up"
"ENSG00000164171",7.78062144345187e-05,2.06197018788277,0.00336520371557507,"Up"
"ENSG00000154096",0.000418849569242727,2.05890066646887,0.00798555449194338,"Up"
"ENSG00000196781",8.57964491335142e-05,2.05500935836192,0.00354337652504095,"Up"
"ENSG00000101670",0.000318747910893621,2.05218515967707,0.00687131904985806,"Up"
"ENSG00000101134",1.8582283035876e-05,2.05038023688152,0.00184867121354763,"Up"
"ENSG00000128165",0.0005203131357179,2.05006869253062,0.00887759078848913,"Up"
"ENSG00000117000",0.000227407108973728,2.04986671027929,0.00579756424924142,"Up"
"ENSG00000105643",8.65850863668178e-05,2.04295708360661,0.00354337652504095,"Up"
"ENSG00000140285",0.000350860026028423,2.042461972752,0.00715776133429148,"Up"
"ENSG00000136603",1.66515744920999e-05,2.04211895759922,0.00181236834678026,"Up"
"ENSG00000120708",0.000376814216036235,2.03876930283221,0.00745685594951226,"Up"
"ENSG00000134531",0.000107747106934331,2.03837039707765,0.00390194230578092,"Up"
"ENSG00000161011",9.69073311529196e-05,2.0360481669533,0.00369161023616958,"Up"
"ENSG00000105516",0.000116657543482007,2.03401582566818,0.00409152818532287,"Up"
"ENSG00000140511",2.25717147967736e-05,2.03378063307156,0.00195385444980771,"Up"
"ENSG00000165195",0.000148386851839334,2.0292022974585,0.00454627597407159,"Up"
"ENSG00000006704",3.73937005388202e-05,2.0263010773361,0.00241280721164003,"Up"
"ENSG00000196639",1.27682918654559e-05,2.02483558141796,0.0015807943347676,"Up"
"ENSG00000135363",0.000161842467662346,2.02311346418025,0.00472852130077199,"Up"
"ENSG00000119314",0.000137009543649728,2.02162891595874,0.00437447983226128,"Up"
"ENSG00000172936",0.000133901022661971,2.02036166872534,0.00433406104233822,"Up"
"ENSG00000008405",5.14552994157441e-05,2.01175908093781,0.00280119781262952,"Up"
"ENSG00000111011",2.45520980892094e-05,2.01170236795439,0.00195952623907516,"Up"
"ENSG00000106236",0.000243919934856111,2.01054256163307,0.00597996285837215,"Up"
"ENSG00000198355",1.347116051007e-05,2.00692887750697,0.00162713547892669,"Up"
"ENSG00000152049",0.000171526645103682,2.00411244199819,0.00493145328426538,"Up"
"ENSG00000196954",0.000236068763868754,2.00253004806136,0.00589106690387508,"Up"
"ENSG00000111339",0.000159044974648689,1.99697106068312,0.00469004646188109,"Up"
"ENSG00000065923",0.00038510516319436,1.99526345950508,0.00754324099007042,"Up"
"ENSG00000197930",0.000121669050493234,1.99263941449047,0.00413403468476924,"Up"
"ENSG00000183578",1.79513668188837e-05,1.98851093956224,0.00182597358655389,"Up"
"ENSG00000120738",0.000479726847413708,1.98442627407187,0.00853853370316815,"Up"
"ENSG00000134317",0.000446710302620747,1.98289698634218,0.0082445391901952,"Up"
"ENSG00000074590",0.000156980077521481,1.98100148133251,0.00465511729883684,"Up"
"ENSG00000138080",0.000379810268631821,1.97575719057735,0.00748623045903259,"Up"
"ENSG00000272114",0.0003793092085513,1.97498665872956,0.00748623045903259,"Up"
"ENSG00000026950",0.00012311886595615,1.97472363211427,0.0041570826858308,"Up"
"ENSG00000065526",0.000108541672794707,1.97414929452096,0.00390573664850111,"Up"
"ENSG00000239264",0.000319939116468392,1.97018165282719,0.00687131904985806,"Up"
"ENSG00000156030",2.44092431428405e-05,1.96859538297085,0.00195952623907516,"Up"
"ENSG00000013441",1.41648275091634e-05,1.9677604157786,0.0016801860367007,"Up"
"ENSG00000178726",2.37360250705761e-05,1.96266576602755,0.00195952623907516,"Up"
"ENSG00000120889",0.000561198758941194,1.9621451489444,0.00922554872685984,"Up"
"ENSG00000165494",1.89449369655292e-05,1.95891316056504,0.00184867121354763,"Up"
"ENSG00000141526",8.5081263917878e-05,1.95885328521025,0.00354070327090178,"Up"
"ENSG00000162783",4.60053544548269e-05,1.95435490449536,0.00266871996271879,"Up"
"ENSG00000197496",7.74174527316427e-05,1.95066980924783,0.00336307526570419,"Up"
"ENSG00000204381",1.75260870901427e-05,1.95003930978741,0.00182597358655389,"Up"
"ENSG00000128203",4.3703979424591e-05,1.94786882988567,0.0026177984764077,"Up"
"ENSG00000137193",2.02011774271848e-05,1.94731657113873,0.00190554820788145,"Up"
"ENSG00000147883",0.00031570129998095,1.94648917160329,0.00687131904985806,"Up"
"ENSG00000143322",2.36804259747728e-05,1.9442943366556,0.00195952623907516,"Up"
"ENSG00000065308",0.000170233534441521,1.94271845289751,0.00491689586039605,"Up"
"ENSG00000204267",0.000611767989901135,1.94178520309008,0.00965282125674555,"Up"
"ENSG00000156466",0.00061782038702622,1.93485908527583,0.00967462770482403,"Up"
"ENSG00000154803",2.10896133407505e-05,1.93439024503854,0.00194308907286943,"Up"
"ENSG00000111981",0.000321209623916834,1.93217077830735,0.00687131904985806,"Up"
"ENSG00000174482",0.000318716706107155,1.9292500754739,0.00687131904985806,"Up"
"ENSG00000111266",0.000541312801342799,1.92144387192378,0.00904762713467279,"Up"
"ENSG00000133794",0.000100826527112256,1.91273772378105,0.00376843901050317,"Up"
"ENSG00000082497",0.000107705408609799,1.91110219769038,0.00390194230578092,"Up"
"ENSG00000160888",0.000452049697069885,1.90968912207859,0.00828660772087212,"Up"
"ENSG00000285976",0.000158561255939294,1.90311016020341,0.00468797002821116,"Up"
"ENSG00000169826",0.000651019809967773,1.9013767889461,0.00993532466537104,"Up"
"ENSG00000003436",8.42472202501575e-05,1.90081360063381,0.00352078731209994,"Up"
"ENSG00000204256",5.09631216393394e-05,1.89887661638467,0.00280119781262952,"Up"
"ENSG00000249859",7.0052889387152e-05,1.89795544457367,0.00321164799027582,"Up"
"ENSG00000162924",2.24705952232223e-05,1.89781704637098,0.00195385444980771,"Up"
"ENSG00000121904",0.000266576972824407,1.88783393109595,0.00628645625556986,"Up"
"ENSG00000164465",8.77459922106568e-05,1.88616018470787,0.00354337652504095,"Up"
"ENSG00000091986",0.000241802829347068,1.88419543965621,0.0059615658293197,"Up"
"ENSG00000187678",0.000129768373835482,1.88063040765967,0.00426234708890387,"Up"
"ENSG00000166478",6.50136001197567e-05,1.8668082736825,0.0031074325218713,"Up"
"ENSG00000184557",5.15851262312317e-05,1.86387953563731,0.00280119781262952,"Up"
"ENSG00000138685",0.000412379724885758,1.86276129649094,0.00790022240837716,"Up"
"ENSG00000125384",0.000270315870491315,1.86254445184891,0.00629963185713231,"Up"
"ENSG00000135604",0.000393379992563484,1.86245940348583,0.00763967085557848,"Up"
"ENSG00000111912",0.000138683090244842,1.86030536389442,0.00437447983226128,"Up"
"ENSG00000122257",3.33652315676984e-05,1.85804272352542,0.00226346531549499,"Up"
"ENSG00000115363",6.40020494105107e-05,1.8577749232811,0.00308471191428906,"Up"
"ENSG00000184743",0.0002291977721381,1.85713530222948,0.00581328894786635,"Up"
"ENSG00000284879",5.33514719503614e-05,1.85570471199542,0.00283334935084373,"Up"
"ENSG00000256235",0.00025926224423368,1.84893371758118,0.00618017544648011,"Up"
"ENSG00000135549",0.000612859610409138,1.84849551000205,0.00965282125674555,"Up"
"ENSG00000120071",6.15354187688345e-05,1.84815162432847,0.00301603549377534,"Up"
"ENSG00000171456",0.000175860099891102,1.84521216888905,0.00501563332646307,"Up"
"ENSG00000120256",0.000329943526353376,1.8431730721276,0.00696785854321325,"Up"
"ENSG00000080298",6.67942598992381e-05,1.84266271628911,0.00318059493832694,"Up"
"ENSG00000136997",0.000128610566566486,1.84127614473003,0.00425506001155254,"Up"
"ENSG00000172548",0.000572119737609786,1.83758127893067,0.00934138458175121,"Up"
"ENSG00000133110",0.000426927247660127,1.83374856488529,0.00803950822403849,"Up"
"ENSG00000078098",7.96596966674432e-05,1.83075317062675,0.00340081666225298,"Up"
"ENSG00000188042",3.1561349472446e-05,1.82679349881627,0.0022084218150826,"Up"
"ENSG00000206538",0.000391211607519313,1.82558615309281,0.00761248598560912,"Up"
"ENSG00000172602",0.000439087543246146,1.81997557789498,0.00817351889686291,"Up"
"ENSG00000122707",0.000454709399565273,1.81816252891353,0.00830918512842567,"Up"
"ENSG00000104419",0.000107001199517324,1.81771101134648,0.00389686173030816,"Up"
"ENSG00000106034",0.000459573577940403,1.81746633468549,0.00832858614339542,"Up"
"ENSG00000227036",0.000443999586869963,1.81720722105101,0.00822441154981574,"Up"
"ENSG00000141469",0.000542972356889225,1.81545648187678,0.00905365270843322,"Up"
"ENSG00000170836",7.14664271614618e-05,1.80283337461506,0.00323953880009473,"Up"
"ENSG00000104368",8.05473993303106e-05,1.80235634189637,0.00342704514878428,"Up"
"ENSG00000179431",7.50566162940659e-05,1.80223388552599,0.00330399224926478,"Up"
"ENSG00000198113",0.00019437935363901,1.7982190462608,0.00534044468271171,"Up"
"ENSG00000148798",0.000152462652478623,1.79772851531902,0.00457595861052884,"Up"
"ENSG00000204569",9.71956914523981e-05,1.79721513568684,0.00369548839151738,"Up"
"ENSG00000163376",0.000545525989821982,1.79552446723744,0.0090733201783238,"Up"
"ENSG00000100285",0.000347494618682264,1.79107070633705,0.00711842906047256,"Up"
"ENSG00000137752",0.000369880989336199,1.78893894409446,0.00738606100580722,"Up"
"ENSG00000112245",7.55851421046949e-05,1.7879837306222,0.00330522313455166,"Up"
"ENSG00000140332",5.51716811575133e-05,1.78609047410245,0.00286098385353189,"Up"
"ENSG00000102359",0.000165015076971586,1.78322610295301,0.00479293791749287,"Up"
"ENSG00000169047",0.00048369850083875,1.78275574262087,0.00856263056578624,"Up"
"ENSG00000173846",3.44313298368845e-05,1.77814556436937,0.00229646536275705,"Up"
"ENSG00000136026",0.0001493084291491,1.77574360135507,0.00455072321822949,"Up"
"ENSG00000198382",8.94562791512329e-05,1.77337412514693,0.00358240542751612,"Up"
"ENSG00000140471",3.57561885159963e-05,1.76673263337919,0.00236887738566345,"Up"
"ENSG00000261832",0.000502008005850898,1.76524797205249,0.00876920334030022,"Up"
"ENSG00000156671",0.000500912888892807,1.76194145605827,0.00875779648374018,"Up"
"ENSG00000159216",8.60343805690007e-05,1.75237987463581,0.00354337652504095,"Up"
"ENSG00000186469",0.000230614366174085,1.74255769670303,0.00582683670860005,"Up"
"ENSG00000104218",0.000119014600859376,1.73514147141901,0.00409152818532287,"Up"
"ENSG00000161091",0.000114143841511591,1.73495152146658,0.00403800491728987,"Up"
"ENSG00000162695",9.2648457159043e-05,1.73311869700179,0.003618628616294,"Up"
"ENSG00000105085",0.000637025669118031,1.73055882782561,0.00985077398872684,"Up"
"ENSG00000185404",0.000218655473309934,1.72913348267821,0.00568553298197043,"Up"
"ENSG00000198604",8.33975441681032e-05,1.72599870772439,0.00351225422859424,"Up"
"ENSG00000186866",0.000215137218517583,1.72516872088921,0.00562966071547531,"Up"
"ENSG00000131724",0.000633910930940959,1.72422928394499,0.00983331372827679,"Up"
"ENSG00000104497",7.03647447008787e-05,1.72410518891183,0.00321164799027582,"Up"
"ENSG00000175445",0.000465526736634664,1.71760432618293,0.00838329011454187,"Up"
"ENSG00000116761",0.000226324708751442,1.71458632935096,0.00579233353444098,"Up"
"ENSG00000153823",0.000259739447943601,1.7142975080142,0.00618410904364759,"Up"
"ENSG00000023287",0.000255941737810818,1.71306884655547,0.00615285180132827,"Up"
"ENSG00000118985",0.000520957434744821,1.70763864235919,0.00888093444480221,"Up"
"ENSG00000183091",0.000635260711047642,1.69823126302136,0.00983884239651505,"Up"
"ENSG00000163877",0.000213446322163742,1.69580985623515,0.00561510893461027,"Up"
"ENSG00000122884",0.00048549428488734,1.69543737586834,0.00857871089103118,"Up"
"ENSG00000102908",0.000584398441151334,1.69005721366839,0.00944237252917355,"Up"
"ENSG00000131873",0.000230050155086902,1.68007572072791,0.00582314549984497,"Up"
"ENSG00000198682",0.00038504614197534,1.67362829120776,0.00754324099007042,"Up"
"ENSG00000170396",0.000334109505907798,1.67129049490733,0.00700357164288632,"Up"
"ENSG00000182199",0.000133382454752511,1.67086683577799,0.0043243421377946,"Up"
"ENSG00000163605",7.11700966802497e-05,1.66809471543343,0.00323359915923045,"Up"
"ENSG00000162687",0.000439436499831339,1.65963520620101,0.00817351889686291,"Up"
"ENSG00000132952",0.000160716970432106,1.65717642228709,0.00470953027705559,"Up"
"ENSG00000240445",0.000636317886112879,1.65411565619805,0.00984751641094533,"Up"
"ENSG00000152749",9.02748242417044e-05,1.64951398851523,0.00359176774866217,"Up"
"ENSG00000126775",0.000387492315446321,1.64265505707846,0.0075623992873657,"Up"
"ENSG00000181026",9.48128146258867e-05,1.6424349896834,0.00364920190802898,"Up"
"ENSG00000110721",0.000172338610549371,1.64148606030321,0.00493331724909319,"Up"
"ENSG00000110218",0.000485906084089908,1.6344040563296,0.00857871089103118,"Up"
"ENSG00000145819",0.000388182162640337,1.63280405052295,0.00756840596431341,"Up"
"ENSG00000138678",0.000148185390909198,1.62869230030534,0.00454627597407159,"Up"
"ENSG00000184611",0.000236487975980843,1.62572350032427,0.00589256643547738,"Up"
"ENSG00000116809",0.000299867056525355,1.62245013386282,0.00665926740214211,"Up"
"ENSG00000163932",0.00011377776579022,1.62119673029253,0.00403800491728987,"Up"
"ENSG00000116337",0.000225832548964147,1.61801281544519,0.00578721469913427,"Up"
"ENSG00000105287",0.000167754485968386,1.61431571766211,0.00485825820547919,"Up"
"ENSG00000197329",0.000610686466414566,1.61352004369829,0.00965282125674555,"Up"
"ENSG00000101654",0.000126137438847099,1.6107786416399,0.00421358604742358,"Up"
"ENSG00000133135",0.000462910939415222,1.60901494860805,0.00834376960771258,"Up"
"ENSG00000166250",0.000146980671649305,1.60396980339961,0.00453510922850637,"Up"
"ENSG00000164161",0.000416636854261398,1.6033645795,0.00795868799041855,"Up"
"ENSG00000164949",0.000134944174969267,1.60273004933597,0.00434687793242947,"Up"
"ENSG00000107984",0.000350596587209243,1.59440390138313,0.00715776133429148,"Up"
"ENSG00000123908",9.38941309436756e-05,1.59391091232217,0.00364178103698153,"Up"
"ENSG00000174106",0.000529767492827709,1.58292896169491,0.00892643411180386,"Up"
"ENSG00000148175",0.000129991322910925,1.58250036312351,0.00426234708890387,"Up"
"ENSG00000128606",0.000433081288215927,1.58038116216037,0.00808568071467418,"Up"
"ENSG00000169213",0.00035220595175676,1.57256531977126,0.00717044984414148,"Up"
"ENSG00000162618",0.000297077048194973,1.56074815464813,0.0066195717071926,"Up"
"ENSG00000204149",0.000186690875486436,1.55518987645253,0.00522338919846159,"Up"
"ENSG00000110619",0.000338895768206642,1.55245164364311,0.00704426681259746,"Up"
"ENSG00000113273",0.000653020591229673,1.5485286012548,0.00995153587199825,"Up"
"ENSG00000105281",0.000470072352860015,1.54225840452881,0.00844212442230647,"Up"
"ENSG00000139289",0.000137996961975302,1.54003710513392,0.00437447983226128,"Up"
"ENSG00000185112",0.000150932664666403,1.53813985209184,0.00455072321822949,"Up"
"ENSG00000070495",9.57077270456561e-05,1.53686524183542,0.003667068404347,"Up"
"ENSG00000120334",0.000181716123355393,1.53418210790685,0.00512253608740526,"Up"
"ENSG00000122870",0.000108640562033627,1.52864938310572,0.00390573664850111,"Up"
"ENSG00000172840",0.000151899469636568,1.52623861594278,0.00456747029478296,"Up"
"ENSG00000105656",0.00033249828602367,1.52619370941471,0.00699199421214744,"Up"
"ENSG00000103241",0.000562268000900515,1.52577656411768,0.00923546171628384,"Up"
"ENSG00000213398",0.00038355235763703,1.5236183191331,0.00754324099007042,"Up"
"ENSG00000125430",0.000130283709456692,1.52312217121217,0.00426234708890387,"Up"
"ENSG00000050405",0.000211791349759249,1.51933072160567,0.00561510893461027,"Up"
"ENSG00000152229",0.000648083436764591,1.5130986101724,0.00991342455511181,"Up"
"ENSG00000171150",0.000606855115122971,1.50945121043188,0.00961695438037674,"Up"
"ENSG00000258890",0.000285178281888932,1.5047595762416,0.00645611038392898,"Up"
"ENSG00000067715",0.000559392988540589,1.49835278233884,0.00921881506655617,"Up"
"ENSG00000144857",0.000314310955871878,1.49437176970881,0.00687131904985806,"Up"
"ENSG00000104998",0.000230174310988874,1.48482526058384,0.00582314549984497,"Up"
"ENSG00000117385",0.000572489317090513,1.4843884564715,0.00934138458175121,"Up"
"ENSG00000117394",0.000332290853586337,1.48424764382123,0.00699199421214744,"Up"
"ENSG00000109089",0.000609449709564574,1.48177745781257,0.00964264320827847,"Up"
"ENSG00000172819",0.000213109143749494,1.47742921960244,0.00561510893461027,"Up"
"ENSG00000105855",0.00063101795927057,1.4761705470798,0.00982425989842353,"Up"
"ENSG00000148248",0.000645971631014228,1.47395260456235,0.00991342455511181,"Up"
"ENSG00000135454",0.000599765561479004,1.47324699485521,0.00955868370361119,"Up"
"ENSG00000154864",0.00050943450937613,1.46679683496508,0.00879823205110162,"Up"
"ENSG00000160741",0.000172221188262721,1.46085558169054,0.00493331724909319,"Up"
"ENSG00000074695",0.000314844630042425,1.45494545258198,0.00687131904985806,"Up"
"ENSG00000104885",0.00034457577302406,1.4511830974306,0.00709393307430821,"Up"
"ENSG00000251349",0.000318582958099199,1.44669189568619,0.00687131904985806,"Up"
"ENSG00000144228",0.00033496930163224,1.4457933159408,0.00701097198478906,"Up"
"ENSG00000108854",0.000544092259667582,1.43556349863914,0.00906469602334325,"Up"
"ENSG00000171988",0.000356508938297707,1.43544092108249,0.00724316467563002,"Up"
"ENSG00000198121",0.000560047841505226,1.42803988305144,0.00922063949389113,"Up"
"ENSG00000152104",0.000211195401883574,1.42795833395119,0.00561510893461027,"Up"
"ENSG00000080819",0.000524622883626391,1.42600822816598,0.00889593014433679,"Up"
"ENSG00000244694",0.00022264032653921,1.42262411416729,0.00573508742316673,"Up"
"ENSG00000011304",0.000218194149645198,1.42255496647875,0.00568553298197043,"Up"
"ENSG00000127526",0.000156143509784981,1.42176316585317,0.00464421439238841,"Up"
"ENSG00000140743",0.000548088758623485,1.4214811133393,0.00909144493603752,"Up"
"ENSG00000169902",0.000137379650856641,1.41973961256674,0.00437447983226128,"Up"
"ENSG00000180044",0.00054538304840021,1.41238204372919,0.0090733201783238,"Up"
"ENSG00000153071",0.000267126843570402,1.41118399422285,0.0062883629032262,"Up"
"ENSG00000104312",0.000512236152898646,1.40848060660939,0.00881571325175437,"Up"
"ENSG00000160714",0.000484636895383113,1.40846835822666,0.00857158237557507,"Up"
"ENSG00000174807",0.00052498068245392,1.40776511627212,0.00889593014433679,"Up"
"ENSG00000173391",0.000600187676191374,1.40586979329673,0.00955868370361119,"Up"
"ENSG00000125912",0.000371960580078366,1.40502235617721,0.00739125894567853,"Up"
"ENSG00000076604",0.000625244110181747,1.40377231278854,0.00974465820502772,"Up"
"ENSG00000067182",0.00045679754681486,1.4037665662225,0.00830918512842567,"Up"
"ENSG00000072364",0.000427829804498158,1.40031603374764,0.00803950822403849,"Up"
"ENSG00000168389",0.000372620022794254,1.39855618479096,0.00739125894567853,"Up"
"ENSG00000197355",0.00031984117786586,1.39725212188371,0.00687131904985806,"Up"
"ENSG00000054267",0.000270159416538042,1.39069415714281,0.00629963185713231,"Up"
"ENSG00000105499",0.000150058175915879,1.39024278995452,0.00455072321822949,"Up"
"ENSG00000173559",0.000272677612837352,1.38771993509132,0.00631750974584223,"Up"
"ENSG00000117676",0.000357292108922749,1.3869808930173,0.0072456478485794,"Up"
"ENSG00000064763",0.000387204504048056,1.37859053264048,0.0075623992873657,"Up"
"ENSG00000121274",0.000327339865836778,1.37099092118844,0.00694755215397455,"Up"
"ENSG00000106991",0.000181310146731436,1.36684937749439,0.00512253608740526,"Up"
"ENSG00000205730",0.000398380778088413,1.3635811765152,0.0076990486177106,"Up"
"ENSG00000112242",0.000623616663389805,1.36096278180278,0.00972694683865247,"Up"
"ENSG00000186594",0.000365340760252804,1.35724065897337,0.00735471048765019,"Up"
"ENSG00000131446",0.0003521794861708,1.35624971361099,0.00717044984414148,"Up"
"ENSG00000136816",0.000417421886134354,1.34981599364733,0.00796600206400329,"Up"
"ENSG00000140464",0.000564563307011745,1.34427154163527,0.00926548015625159,"Up"
"ENSG00000120370",0.000256373284760941,1.33071010741882,0.00615427965606128,"Up"
"ENSG00000104064",0.000427517692540942,1.32763004886871,0.00803950822403849,"Up"
"ENSG00000106397",0.000576041380428915,1.32381321815491,0.0093684759482072,"Up"
"ENSG00000121749",0.000379189276248771,1.31808872796089,0.00748623045903259,"Up"
"ENSG00000126785",0.000552439620757632,1.31672233501516,0.00913462140867106,"Up"
"ENSG00000168310",0.00029819906811888,1.31582596232871,0.0066296580699965,"Up"
"ENSG00000157593",0.00060429287813923,1.31394162495785,0.00959282691729242,"Up"
"ENSG00000260228",0.00031536140605779,1.31291590678323,0.00687131904985806,"Up"
"ENSG00000106348",0.00054882917031347,1.31193650481853,0.00909144493603752,"Up"
"ENSG00000197467",0.000502458314414715,1.30963138902361,0.00876933634382475,"Up"
"ENSG00000105835",0.000452623157694072,1.30652916760385,0.00828660772087212,"Up"
"ENSG00000203485",0.000412879141102301,1.30585290856622,0.00790214773535796,"Up"
"ENSG00000119537",0.000289688180918907,1.30338520269302,0.00651322823159869,"Up"
"ENSG00000197381",0.00024458354602993,1.29789753972789,0.00598527431868128,"Up"
"ENSG00000150347",0.000566078890778397,1.28830053701014,0.00927498490275373,"Up"
"ENSG00000171316",0.000312314682602705,1.28733545970666,0.00686641681207213,"Up"
"ENSG00000012504",0.000579898100442161,1.28642205320851,0.00940108647785455,"Up"
"ENSG00000287151",0.000528220072231192,1.28631192546228,0.00892029958297329,"Up"
"ENSG00000288542",0.00036459892120721,1.27487945379475,0.0073472431639813,"Up"
"ENSG00000118495",0.000385322543069967,1.2688685102501,0.00754324099007042,"Up"
"ENSG00000172766",0.000392896609323767,1.26670484663906,0.0076377712797787,"Up"
"ENSG00000119408",0.000593868384982546,1.26380246911998,0.00953317571970766,"Up"
"ENSG00000167977",0.000341931390837668,1.26142557355181,0.00706692616542974,"Up"
"ENSG00000177663",0.000648057796048444,1.25629183734522,0.00991342455511181,"Up"
"ENSG00000106829",0.000612533505035912,1.25413405223912,0.00965282125674555,"Up"
"ENSG00000134686",0.000639582305089002,1.25176905912862,0.00986720084229599,"Up"
"ENSG00000170689",0.000655094403918262,1.23233219924252,0.00996679343104213,"Up"
"ENSG00000060491",0.000499100738212134,1.2193788809628,0.00875327829214712,"Up"
"ENSG00000111711",0.000458608605867323,1.21148830150706,0.00832683581450578,"Up"
